,TIME,GEO,CITIZEN,SEX,AGE,UNIT,Value
4103,2014,European Union (27 countries),Total,Total,From 18 to 34 years,Person,405300.0
4104,2014,European Union (27 countries),Total,Total,35 years or over,Person,168865.0
4105,2014,European Union (27 countries),Total,Males,Total,Person,525540.0
4106,2014,European Union (27 countries),Total,Males,Less than 14 years,Person,25445.0
4107,2014,European Union (27 countries),Total,Males,From 14 to 17 years,Person,36605.0
4108,2014,European Union (27 countries),Total,Males,From 18 to 34 years,Person,336790.0
4109,2014,European Union (27 countries),Total,Males,35 years or over,Person,124250.0
4110,2014,European Union (27 countries),Total,Females,Total,Person,140670.0
4111,2014,European Union (27 countries),Total,Females,Less than 14 years,Person,20145.0
4112,2014,European Union (27 countries),Total,Females,From 14 to 17 years,Person,6965.0
4113,2014,European Union (27 countries),Total,Females,From 18 to 34 years,Person,68315.0
4114,2014,European Union (27 countries),Total,Females,35 years or over,Person,44460.0
4115,2014,European Union (27 countries),Total,Unknown,Total,Person,
4116,2014,European Union (27 countries),Total,Unknown,Less than 14 years,Person,
4117,2014,European Union (27 countries),Total,Unknown,From 14 to 17 years,Person,
4118,2014,European Union (27 countries),Total,Unknown,From 18 to 34 years,Person,
4119,2014,European Union (27 countries),Total,Unknown,35 years or over,Person,
4120,2014,Belgium,Total,Total,Total,Person,15540.0
4121,2014,Belgium,Total,Total,Less than 14 years,Person,160.0
4122,2014,Belgium,Total,Total,From 14 to 17 years,Person,580.0
4123,2014,Belgium,Total,Total,From 18 to 34 years,Person,9555.0
4124,2014,Belgium,Total,Total,35 years or over,Person,5160.0
4125,2014,Belgium,Total,Males,Total,Person,13305.0
4126,2014,Belgium,Total,Males,Less than 14 years,Person,85.0
4127,2014,Belgium,Total,Males,From 14 to 17 years,Person,450.0
4128,2014,Belgium,Total,Males,From 18 to 34 years,Person,8415.0
4129,2014,Belgium,Total,Males,35 years or over,Person,4270.0
4130,2014,Belgium,Total,Females,Total,Person,2200.0
4131,2014,Belgium,Total,Females,Less than 14 years,Person,75.0
4132,2014,Belgium,Total,Females,From 14 to 17 years,Person,125.0
4133,2014,Belgium,Total,Females,From 18 to 34 years,Person,1125.0
4134,2014,Belgium,Total,Females,35 years or over,Person,870.0
4135,2014,Belgium,Total,Unknown,Total,Person,30.0
4136,2014,Belgium,Total,Unknown,Less than 14 years,Person,0.0
4137,2014,Belgium,Total,Unknown,From 14 to 17 years,Person,0.0
4138,2014,Belgium,Total,Unknown,From 18 to 34 years,Person,15.0
4139,2014,Belgium,Total,Unknown,35 years or over,Person,20.0
4140,2014,Bulgaria,Total,Total,Total,Person,12870.0
4141,2014,Bulgaria,Total,Total,Less than 14 years,Person,25.0
4142,2014,Bulgaria,Total,Total,From 14 to 17 years,Person,260.0
4143,2014,Bulgaria,Total,Total,From 18 to 34 years,Person,10105.0
4144,2014,Bulgaria,Total,Total,35 years or over,Person,2475.0
4145,2014,Bulgaria,Total,Males,Total,Person,10805.0
4146,2014,Bulgaria,Total,Males,Less than 14 years,Person,25.0
4147,2014,Bulgaria,Total,Males,From 14 to 17 years,Person,245.0
4148,2014,Bulgaria,Total,Males,From 18 to 34 years,Person,8695.0
4149,2014,Bulgaria,Total,Males,35 years or over,Person,1845.0
4150,2014,Bulgaria,Total,Females,Total,Person,2065.0
4151,2014,Bulgaria,Total,Females,Less than 14 years,Person,5.0
4152,2014,Bulgaria,Total,Females,From 14 to 17 years,Person,15.0
4153,2014,Bulgaria,Total,Females,From 18 to 34 years,Person,1415.0
4154,2014,Bulgaria,Total,Females,35 years or over,Person,635.0
4155,2014,Bulgaria,Total,Unknown,Total,Person,0.0
4156,2014,Bulgaria,Total,Unknown,Less than 14 years,Person,0.0
4157,2014,Bulgaria,Total,Unknown,From 14 to 17 years,Person,0.0
4158,2014,Bulgaria,Total,Unknown,From 18 to 34 years,Person,0.0
4159,2014,Bulgaria,Total,Unknown,35 years or over,Person,0.0
4160,2014,Czech Republic,Total,Total,Total,Person,4430.0
4161,2014,Czech Republic,Total,Total,Less than 14 years,Person,400.0
4162,2014,Czech Republic,Total,Total,From 14 to 17 years,Person,105.0
4163,2014,Czech Republic,Total,Total,From 18 to 34 years,Person,1905.0
4164,2014,Czech Republic,Total,Total,35 years or over,Person,2020.0
4165,2014,Czech Republic,Total,Males,Total,Person,3020.0
4166,2014,Czech Republic,Total,Males,Less than 14 years,Person,255.0
4167,2014,Czech Republic,Total,Males,From 14 to 17 years,Person,70.0
4168,2014,Czech Republic,Total,Males,From 18 to 34 years,Person,1360.0
4169,2014,Czech Republic,Total,Males,35 years or over,Person,1340.0
4170,2014,Czech Republic,Total,Females,Total,Person,1410.0
4171,2014,Czech Republic,Total,Females,Less than 14 years,Person,145.0
4172,2014,Czech Republic,Total,Females,From 14 to 17 years,Person,35.0
4173,2014,Czech Republic,Total,Females,From 18 to 34 years,Person,545.0
4174,2014,Czech Republic,Total,Females,35 years or over,Person,680.0
4175,2014,Czech Republic,Total,Unknown,Total,Person,0.0
4176,2014,Czech Republic,Total,Unknown,Less than 14 years,Person,0.0
4177,2014,Czech Republic,Total,Unknown,From 14 to 17 years,Person,0.0
4178,2014,Czech Republic,Total,Unknown,From 18 to 34 years,Person,0.0
4179,2014,Czech Republic,Total,Unknown,35 years or over,Person,0.0
4180,2014,Denmark,Total,Total,Total,Person,515.0
4181,2014,Denmark,Total,Total,Less than 14 years,Person,5.0
4182,2014,Denmark,Total,Total,From 14 to 17 years,Person,15.0
4183,2014,Denmark,Total,Total,From 18 to 34 years,Person,320.0
4184,2014,Denmark,Total,Total,35 years or over,Person,180.0
4185,2014,Denmark,Total,Males,Total,Person,390.0
4186,2014,Denmark,Total,Males,Less than 14 years,Person,0.0
4187,2014,Denmark,Total,Males,From 14 to 17 years,Person,10.0
4188,2014,Denmark,Total,Males,From 18 to 34 years,Person,255.0
4189,2014,Denmark,Total,Males,35 years or over,Person,120.0
4190,2014,Denmark,Total,Females,Total,Person,125.0
4191,2014,Denmark,Total,Females,Less than 14 years,Person,5.0
4192,2014,Denmark,Total,Females,From 14 to 17 years,Person,5.0
4193,2014,Denmark,Total,Females,From 18 to 34 years,Person,60.0
4194,2014,Denmark,Total,Females,35 years or over,Person,60.0
4195,2014,Denmark,Total,Unknown,Total,Person,0.0
4196,2014,Denmark,Total,Unknown,Less than 14 years,Person,0.0
4197,2014,Denmark,Total,Unknown,From 14 to 17 years,Person,0.0
4198,2014,Denmark,Total,Unknown,From 18 to 34 years,Person,0.0
4199,2014,Denmark,Total,Unknown,35 years or over,Person,0.0
4200,2014,Germany (until 1990 former territory of the FRG),Total,Total,Total,Person,128290.0
4201,2014,Germany (until 1990 former territory of the FRG),Total,Total,Less than 14 years,Person,5410.0
4202,2014,Germany (until 1990 former territory of the FRG),Total,Total,From 14 to 17 years,Person,12550.0
4203,2014,Germany (until 1990 former territory of the FRG),Total,Total,From 18 to 34 years,Person,77880.0
4204,2014,Germany (until 1990 former territory of the FRG),Total,Total,35 years or over,Person,32450.0
4205,2014,Germany (until 1990 former territory of the FRG),Total,Males,Total,Person,95190.0
4206,2014,Germany (until 1990 former territory of the FRG),Total,Males,Less than 14 years,Person,2955.0
4207,2014,Germany (until 1990 former territory of the FRG),Total,Males,From 14 to 17 years,Person,10530.0
4208,2014,Germany (until 1990 former territory of the FRG),Total,Males,From 18 to 34 years,Person,60585.0
4209,2014,Germany (until 1990 former territory of the FRG),Total,Males,35 years or over,Person,21120.0
4210,2014,Germany (until 1990 former territory of the FRG),Total,Females,Total,Person,33100.0
4211,2014,Germany (until 1990 former territory of the FRG),Total,Females,Less than 14 years,Person,2455.0
4212,2014,Germany (until 1990 former territory of the FRG),Total,Females,From 14 to 17 years,Person,2015.0
4213,2014,Germany (until 1990 former territory of the FRG),Total,Females,From 18 to 34 years,Person,17295.0
4214,2014,Germany (until 1990 former territory of the FRG),Total,Females,35 years or over,Person,11330.0
4215,2014,Germany (until 1990 former territory of the FRG),Total,Unknown,Total,Person,0.0
4216,2014,Germany (until 1990 former territory of the FRG),Total,Unknown,Less than 14 years,Person,0.0
4217,2014,Germany (until 1990 former territory of the FRG),Total,Unknown,From 14 to 17 years,Person,0.0
4218,2014,Germany (until 1990 former territory of the FRG),Total,Unknown,From 18 to 34 years,Person,0.0
4219,2014,Germany (until 1990 former territory of the FRG),Total,Unknown,35 years or over,Person,0.0
4220,2014,Estonia,Total,Total,Total,Person,720.0
4221,2014,Estonia,Total,Total,Less than 14 years,Person,0.0
4222,2014,Estonia,Total,Total,From 14 to 17 years,Person,15.0
4223,2014,Estonia,Total,Total,From 18 to 34 years,Person,265.0
4224,2014,Estonia,Total,Total,35 years or over,Person,440.0
4225,2014,Estonia,Total,Males,Total,Person,495.0
4226,2014,Estonia,Total,Males,Less than 14 years,Person,0.0
4227,2014,Estonia,Total,Males,From 14 to 17 years,Person,10.0
4228,2014,Estonia,Total,Males,From 18 to 34 years,Person,205.0
4229,2014,Estonia,Total,Males,35 years or over,Person,280.0
4230,2014,Estonia,Total,Females,Total,Person,225.0
4231,2014,Estonia,Total,Females,Less than 14 years,Person,0.0
4232,2014,Estonia,Total,Females,From 14 to 17 years,Person,5.0
4233,2014,Estonia,Total,Females,From 18 to 34 years,Person,65.0
4234,2014,Estonia,Total,Females,35 years or over,Person,155.0
4235,2014,Estonia,Total,Unknown,Total,Person,0.0
4236,2014,Estonia,Total,Unknown,Less than 14 years,Person,0.0
4237,2014,Estonia,Total,Unknown,From 14 to 17 years,Person,0.0
4238,2014,Estonia,Total,Unknown,From 18 to 34 years,Person,0.0
4239,2014,Estonia,Total,Unknown,35 years or over,Person,0.0
4240,2014,Ireland,Total,Total,Total,Person,900.0
4241,2014,Ireland,Total,Total,Less than 14 years,Person,120.0
4242,2014,Ireland,Total,Total,From 14 to 17 years,Person,20.0
4243,2014,Ireland,Total,Total,From 18 to 34 years,Person,445.0
4244,2014,Ireland,Total,Total,35 years or over,Person,310.0
4245,2014,Ireland,Total,Males,Total,Person,555.0
4246,2014,Ireland,Total,Males,Less than 14 years,Person,55.0
4247,2014,Ireland,Total,Males,From 14 to 17 years,Person,5.0
4248,2014,Ireland,Total,Males,From 18 to 34 years,Person,305.0
4249,2014,Ireland,Total,Males,35 years or over,Person,185.0
4250,2014,Ireland,Total,Females,Total,Person,345.0
4251,2014,Ireland,Total,Females,Less than 14 years,Person,65.0
4252,2014,Ireland,Total,Females,From 14 to 17 years,Person,10.0
4253,2014,Ireland,Total,Females,From 18 to 34 years,Person,140.0
4254,2014,Ireland,Total,Females,35 years or over,Person,125.0
4255,2014,Ireland,Total,Unknown,Total,Person,0.0
4256,2014,Ireland,Total,Unknown,Less than 14 years,Person,0.0
4257,2014,Ireland,Total,Unknown,From 14 to 17 years,Person,0.0
4258,2014,Ireland,Total,Unknown,From 18 to 34 years,Person,0.0
4259,2014,Ireland,Total,Unknown,35 years or over,Person,0.0
4260,2014,Greece,Total,Total,Total,Person,73670.0
4261,2014,Greece,Total,Total,Less than 14 years,Person,3885.0
4262,2014,Greece,Total,Total,From 14 to 17 years,Person,4450.0
4263,2014,Greece,Total,Total,From 18 to 34 years,Person,48710.0
4264,2014,Greece,Total,Total,35 years or over,Person,16620.0
4265,2014,Greece,Total,Males,Total,Person,63740.0
4266,2014,Greece,Total,Males,Less than 14 years,Person,2270.0
4267,2014,Greece,Total,Males,From 14 to 17 years,Person,3885.0
4268,2014,Greece,Total,Males,From 18 to 34 years,Person,43620.0
4269,2014,Greece,Total,Males,35 years or over,Person,13960.0
4270,2014,Greece,Total,Females,Total,Person,9840.0
4271,2014,Greece,Total,Females,Less than 14 years,Person,1610.0
4272,2014,Greece,Total,Females,From 14 to 17 years,Person,560.0
4273,2014,Greece,Total,Females,From 18 to 34 years,Person,5040.0
4274,2014,Greece,Total,Females,35 years or over,Person,2630.0
4275,2014,Greece,Total,Unknown,Total,Person,95.0
4276,2014,Greece,Total,Unknown,Less than 14 years,Person,0.0
4277,2014,Greece,Total,Unknown,From 14 to 17 years,Person,5.0
4278,2014,Greece,Total,Unknown,From 18 to 34 years,Person,55.0
4279,2014,Greece,Total,Unknown,35 years or over,Person,35.0
4280,2014,Spain,Total,Total,Total,Person,47885.0
4281,2014,Spain,Total,Total,Less than 14 years,Person,775.0
4282,2014,Spain,Total,Total,From 14 to 17 years,Person,440.0
4283,2014,Spain,Total,Total,From 18 to 34 years,Person,31240.0
4284,2014,Spain,Total,Total,35 years or over,Person,15430.0
4285,2014,Spain,Total,Males,Total,Person,38850.0
4286,2014,Spain,Total,Males,Less than 14 years,Person,405.0
4287,2014,Spain,Total,Males,From 14 to 17 years,Person,320.0
4288,2014,Spain,Total,Males,From 18 to 34 years,Person,26190.0
4289,2014,Spain,Total,Males,35 years or over,Person,11935.0
4290,2014,Spain,Total,Females,Total,Person,9035.0
4291,2014,Spain,Total,Females,Less than 14 years,Person,370.0
4292,2014,Spain,Total,Females,From 14 to 17 years,Person,120.0
4293,2014,Spain,Total,Females,From 18 to 34 years,Person,5050.0
4294,2014,Spain,Total,Females,35 years or over,Person,3495.0
4295,2014,Spain,Total,Unknown,Total,Person,0.0
4296,2014,Spain,Total,Unknown,Less than 14 years,Person,0.0
4297,2014,Spain,Total,Unknown,From 14 to 17 years,Person,0.0
4298,2014,Spain,Total,Unknown,From 18 to 34 years,Person,0.0
4299,2014,Spain,Total,Unknown,35 years or over,Person,0.0
4300,2014,France,Total,Total,Total,Person,96375.0
4301,2014,France,Total,Total,Less than 14 years,Person,470.0
4302,2014,France,Total,Total,From 14 to 17 years,Person,4700.0
4303,2014,France,Total,Total,From 18 to 34 years,Person,72160.0
4304,2014,France,Total,Total,35 years or over,Person,19045.0
4305,2014,France,Total,Males,Total,Person,86550.0
4306,2014,France,Total,Males,Less than 14 years,Person,405.0
4307,2014,France,Total,Males,From 14 to 17 years,Person,4190.0
4308,2014,France,Total,Males,From 18 to 34 years,Person,64875.0
4309,2014,France,Total,Males,35 years or over,Person,17080.0
4310,2014,France,Total,Females,Total,Person,9825.0
4311,2014,France,Total,Females,Less than 14 years,Person,65.0
4312,2014,France,Total,Females,From 14 to 17 years,Person,510.0
4313,2014,France,Total,Females,From 18 to 34 years,Person,7285.0
4314,2014,France,Total,Females,35 years or over,Person,1965.0
4315,2014,France,Total,Unknown,Total,Person,96375.0
4316,2014,France,Total,Unknown,Less than 14 years,Person,470.0
4317,2014,France,Total,Unknown,From 14 to 17 years,Person,4700.0
4318,2014,France,Total,Unknown,From 18 to 34 years,Person,72160.0
4319,2014,France,Total,Unknown,35 years or over,Person,19045.0
4320,2014,Croatia,Total,Total,Total,Person,2500.0
4321,2014,Croatia,Total,Total,Less than 14 years,Person,25.0
4322,2014,Croatia,Total,Total,From 14 to 17 years,Person,210.0
4323,2014,Croatia,Total,Total,From 18 to 34 years,Person,1490.0
4324,2014,Croatia,Total,Total,35 years or over,Person,775.0
4325,2014,Croatia,Total,Males,Total,Person,2260.0
4326,2014,Croatia,Total,Males,Less than 14 years,Person,15.0
4327,2014,Croatia,Total,Males,From 14 to 17 years,Person,205.0
4328,2014,Croatia,Total,Males,From 18 to 34 years,Person,1385.0
4329,2014,Croatia,Total,Males,35 years or over,Person,650.0
4330,2014,Croatia,Total,Females,Total,Person,240.0
4331,2014,Croatia,Total,Females,Less than 14 years,Person,5.0
4332,2014,Croatia,Total,Females,From 14 to 17 years,Person,0.0
4333,2014,Croatia,Total,Females,From 18 to 34 years,Person,110.0
4334,2014,Croatia,Total,Females,35 years or over,Person,125.0
4335,2014,Croatia,Total,Unknown,Total,Person,0.0
4336,2014,Croatia,Total,Unknown,Less than 14 years,Person,0.0
4337,2014,Croatia,Total,Unknown,From 14 to 17 years,Person,0.0
4338,2014,Croatia,Total,Unknown,From 18 to 34 years,Person,0.0
4339,2014,Croatia,Total,Unknown,35 years or over,Person,0.0
4340,2014,Italy,Total,Total,Total,Person,25300.0
4341,2014,Italy,Total,Total,Less than 14 years,Person,5.0
4342,2014,Italy,Total,Total,From 14 to 17 years,Person,210.0
4343,2014,Italy,Total,Total,From 18 to 34 years,Person,17365.0
4344,2014,Italy,Total,Total,35 years or over,Person,7725.0
4345,2014,Italy,Total,Males,Total,Person,23800.0
4346,2014,Italy,Total,Males,Less than 14 years,Person,5.0
4347,2014,Italy,Total,Males,From 14 to 17 years,Person,210.0
4348,2014,Italy,Total,Males,From 18 to 34 years,Person,16520.0
4349,2014,Italy,Total,Males,35 years or over,Person,7065.0
4350,2014,Italy,Total,Females,Total,Person,1500.0
4351,2014,Italy,Total,Females,Less than 14 years,Person,0.0
4352,2014,Italy,Total,Females,From 14 to 17 years,Person,0.0
4353,2014,Italy,Total,Females,From 18 to 34 years,Person,840.0
4354,2014,Italy,Total,Females,35 years or over,Person,660.0
4355,2014,Italy,Total,Unknown,Total,Person,0.0
4356,2014,Italy,Total,Unknown,Less than 14 years,Person,0.0
4357,2014,Italy,Total,Unknown,From 14 to 17 years,Person,0.0
4358,2014,Italy,Total,Unknown,From 18 to 34 years,Person,0.0
4359,2014,Italy,Total,Unknown,35 years or over,Person,0.0
4360,2014,Cyprus,Total,Total,Total,Person,4980.0
4361,2014,Cyprus,Total,Total,Less than 14 years,Person,225.0
4362,2014,Cyprus,Total,Total,From 14 to 17 years,Person,75.0
4363,2014,Cyprus,Total,Total,From 18 to 34 years,Person,2470.0
4364,2014,Cyprus,Total,Total,35 years or over,Person,2215.0
4365,2014,Cyprus,Total,Males,Total,Person,2280.0
4366,2014,Cyprus,Total,Males,Less than 14 years,Person,120.0
4367,2014,Cyprus,Total,Males,From 14 to 17 years,Person,50.0
4368,2014,Cyprus,Total,Males,From 18 to 34 years,Person,1550.0
4369,2014,Cyprus,Total,Males,35 years or over,Person,565.0
4370,2014,Cyprus,Total,Females,Total,Person,2700.0
4371,2014,Cyprus,Total,Females,Less than 14 years,Person,105.0
4372,2014,Cyprus,Total,Females,From 14 to 17 years,Person,25.0
4373,2014,Cyprus,Total,Females,From 18 to 34 years,Person,920.0
4374,2014,Cyprus,Total,Females,35 years or over,Person,1650.0
4375,2014,Cyprus,Total,Unknown,Total,Person,0.0
4376,2014,Cyprus,Total,Unknown,Less than 14 years,Person,0.0
4377,2014,Cyprus,Total,Unknown,From 14 to 17 years,Person,0.0
4378,2014,Cyprus,Total,Unknown,From 18 to 34 years,Person,0.0
4379,2014,Cyprus,Total,Unknown,35 years or over,Person,0.0
4380,2014,Latvia,Total,Total,Total,Person,265.0
4381,2014,Latvia,Total,Total,Less than 14 years,Person,0.0
4382,2014,Latvia,Total,Total,From 14 to 17 years,Person,10.0
4383,2014,Latvia,Total,Total,From 18 to 34 years,Person,170.0
4384,2014,Latvia,Total,Total,35 years or over,Person,85.0
4385,2014,Latvia,Total,Males,Total,Person,230.0
4386,2014,Latvia,Total,Males,Less than 14 years,Person,0.0
4387,2014,Latvia,Total,Males,From 14 to 17 years,Person,10.0
4388,2014,Latvia,Total,Males,From 18 to 34 years,Person,150.0
4389,2014,Latvia,Total,Males,35 years or over,Person,70.0
4390,2014,Latvia,Total,Females,Total,Person,35.0
4391,2014,Latvia,Total,Females,Less than 14 years,Person,0.0
4392,2014,Latvia,Total,Females,From 14 to 17 years,Person,0.0
4393,2014,Latvia,Total,Females,From 18 to 34 years,Person,20.0
4394,2014,Latvia,Total,Females,35 years or over,Person,15.0
4395,2014,Latvia,Total,Unknown,Total,Person,0.0
4396,2014,Latvia,Total,Unknown,Less than 14 years,Person,0.0
4397,2014,Latvia,Total,Unknown,From 14 to 17 years,Person,0.0
4398,2014,Latvia,Total,Unknown,From 18 to 34 years,Person,0.0
4399,2014,Latvia,Total,Unknown,35 years or over,Person,0.0
4400,2014,Lithuania,Total,Total,Total,Person,2465.0
4401,2014,Lithuania,Total,Total,Less than 14 years,Person,105.0
4402,2014,Lithuania,Total,Total,From 14 to 17 years,Person,80.0
4403,2014,Lithuania,Total,Total,From 18 to 34 years,Person,1215.0
4404,2014,Lithuania,Total,Total,35 years or over,Person,1065.0
4405,2014,Lithuania,Total,Males,Total,Person,1955.0
4406,2014,Lithuania,Total,Males,Less than 14 years,Person,60.0
4407,2014,Lithuania,Total,Males,From 14 to 17 years,Person,60.0
4408,2014,Lithuania,Total,Males,From 18 to 34 years,Person,1010.0
4409,2014,Lithuania,Total,Males,35 years or over,Person,830.0
4410,2014,Lithuania,Total,Females,Total,Person,510.0
4411,2014,Lithuania,Total,Females,Less than 14 years,Person,50.0
4412,2014,Lithuania,Total,Females,From 14 to 17 years,Person,20.0
4413,2014,Lithuania,Total,Females,From 18 to 34 years,Person,205.0
4414,2014,Lithuania,Total,Females,35 years or over,Person,235.0
4415,2014,Lithuania,Total,Unknown,Total,Person,
4416,2014,Lithuania,Total,Unknown,Less than 14 years,Person,
4417,2014,Lithuania,Total,Unknown,From 14 to 17 years,Person,
4418,2014,Lithuania,Total,Unknown,From 18 to 34 years,Person,
4419,2014,Lithuania,Total,Unknown,35 years or over,Person,
4420,2014,Luxembourg,Total,Total,Total,Person,440.0
4421,2014,Luxembourg,Total,Total,Less than 14 years,Person,35.0
4422,2014,Luxembourg,Total,Total,From 14 to 17 years,Person,20.0
4423,2014,Luxembourg,Total,Total,From 18 to 34 years,Person,205.0
4424,2014,Luxembourg,Total,Total,35 years or over,Person,115.0
4425,2014,Luxembourg,Total,Males,Total,Person,310.0
4426,2014,Luxembourg,Total,Males,Less than 14 years,Person,30.0
4427,2014,Luxembourg,Total,Males,From 14 to 17 years,Person,15.0
4428,2014,Luxembourg,Total,Males,From 18 to 34 years,Person,185.0
4429,2014,Luxembourg,Total,Males,35 years or over,Person,75.0
4430,2014,Luxembourg,Total,Females,Total,Person,65.0
4431,2014,Luxembourg,Total,Females,Less than 14 years,Person,5.0
4432,2014,Luxembourg,Total,Females,From 14 to 17 years,Person,5.0
4433,2014,Luxembourg,Total,Females,From 18 to 34 years,Person,20.0
4434,2014,Luxembourg,Total,Females,35 years or over,Person,40.0
4435,2014,Luxembourg,Total,Unknown,Total,Person,65.0
4436,2014,Luxembourg,Total,Unknown,Less than 14 years,Person,0.0
4437,2014,Luxembourg,Total,Unknown,From 14 to 17 years,Person,0.0
4438,2014,Luxembourg,Total,Unknown,From 18 to 34 years,Person,0.0
4439,2014,Luxembourg,Total,Unknown,35 years or over,Person,0.0
4440,2014,Hungary,Total,Total,Total,Person,56170.0
4441,2014,Hungary,Total,Total,Less than 14 years,Person,8700.0
4442,2014,Hungary,Total,Total,From 14 to 17 years,Person,5290.0
4443,2014,Hungary,Total,Total,From 18 to 34 years,Person,28580.0
4444,2014,Hungary,Total,Total,35 years or over,Person,10505.0
4445,2014,Hungary,Total,Males,Total,Person,44225.0
4446,2014,Hungary,Total,Males,Less than 14 years,Person,4930.0
4447,2014,Hungary,Total,Males,From 14 to 17 years,Person,4630.0
4448,2014,Hungary,Total,Males,From 18 to 34 years,Person,24505.0
4449,2014,Hungary,Total,Males,35 years or over,Person,7850.0
4450,2014,Hungary,Total,Females,Total,Person,11595.0
4451,2014,Hungary,Total,Females,Less than 14 years,Person,3425.0
4452,2014,Hungary,Total,Females,From 14 to 17 years,Person,660.0
4453,2014,Hungary,Total,Females,From 18 to 34 years,Person,4075.0
4454,2014,Hungary,Total,Females,35 years or over,Person,2655.0
4455,2014,Hungary,Total,Unknown,Total,Person,0.0
4456,2014,Hungary,Total,Unknown,Less than 14 years,Person,0.0
4457,2014,Hungary,Total,Unknown,From 14 to 17 years,Person,0.0
4458,2014,Hungary,Total,Unknown,From 18 to 34 years,Person,0.0
4459,2014,Hungary,Total,Unknown,35 years or over,Person,0.0
4460,2014,Malta,Total,Total,Total,Person,990.0
4461,2014,Malta,Total,Total,Less than 14 years,Person,40.0
4462,2014,Malta,Total,Total,From 14 to 17 years,Person,150.0
4463,2014,Malta,Total,Total,From 18 to 34 years,Person,605.0
4464,2014,Malta,Total,Total,35 years or over,Person,195.0
4465,2014,Malta,Total,Males,Total,Person,810.0
4466,2014,Malta,Total,Males,Less than 14 years,Person,20.0
4467,2014,Malta,Total,Males,From 14 to 17 years,Person,135.0
4468,2014,Malta,Total,Males,From 18 to 34 years,Person,510.0
4469,2014,Malta,Total,Males,35 years or over,Person,145.0
4470,2014,Malta,Total,Females,Total,Person,180.0
4471,2014,Malta,Total,Females,Less than 14 years,Person,20.0
4472,2014,Malta,Total,Females,From 14 to 17 years,Person,15.0
4473,2014,Malta,Total,Females,From 18 to 34 years,Person,95.0
4474,2014,Malta,Total,Females,35 years or over,Person,50.0
4475,2014,Malta,Total,Unknown,Total,Person,0.0
4476,2014,Malta,Total,Unknown,Less than 14 years,Person,0.0
4477,2014,Malta,Total,Unknown,From 14 to 17 years,Person,0.0
4478,2014,Malta,Total,Unknown,From 18 to 34 years,Person,0.0
4479,2014,Malta,Total,Unknown,35 years or over,Person,0.0
4480,2014,Netherlands,Total,Total,Total,Person,
4481,2014,Netherlands,Total,Total,Less than 14 years,Person,
4482,2014,Netherlands,Total,Total,From 14 to 17 years,Person,
4483,2014,Netherlands,Total,Total,From 18 to 34 years,Person,
4484,2014,Netherlands,Total,Total,35 years or over,Person,
4485,2014,Netherlands,Total,Males,Total,Person,
4486,2014,Netherlands,Total,Males,Less than 14 years,Person,
4487,2014,Netherlands,Total,Males,From 14 to 17 years,Person,
4488,2014,Netherlands,Total,Males,From 18 to 34 years,Person,
4489,2014,Netherlands,Total,Males,35 years or over,Person,
4490,2014,Netherlands,Total,Females,Total,Person,
4491,2014,Netherlands,Total,Females,Less than 14 years,Person,
4492,2014,Netherlands,Total,Females,From 14 to 17 years,Person,
4493,2014,Netherlands,Total,Females,From 18 to 34 years,Person,
4494,2014,Netherlands,Total,Females,35 years or over,Person,
4495,2014,Netherlands,Total,Unknown,Total,Person,
4496,2014,Netherlands,Total,Unknown,Less than 14 years,Person,
4497,2014,Netherlands,Total,Unknown,From 14 to 17 years,Person,
4498,2014,Netherlands,Total,Unknown,From 18 to 34 years,Person,
4499,2014,Netherlands,Total,Unknown,35 years or over,Person,
4500,2014,Austria,Total,Total,Total,Person,33055.0
4501,2014,Austria,Total,Total,Less than 14 years,Person,3285.0
4502,2014,Austria,Total,Total,From 14 to 17 years,Person,3805.0
4503,2014,Austria,Total,Total,From 18 to 34 years,Person,18685.0
4504,2014,Austria,Total,Total,35 years or over,Person,7280.0
4505,2014,Austria,Total,Males,Total,Person,26920.0
4506,2014,Austria,Total,Males,Less than 14 years,Person,1865.0
4507,2014,Austria,Total,Males,From 14 to 17 years,Person,3415.0
4508,2014,Austria,Total,Males,From 18 to 34 years,Person,16005.0
4509,2014,Austria,Total,Males,35 years or over,Person,5630.0
4510,2014,Austria,Total,Females,Total,Person,6135.0
4511,2014,Austria,Total,Females,Less than 14 years,Person,1415.0
4512,2014,Austria,Total,Females,From 14 to 17 years,Person,390.0
4513,2014,Austria,Total,Females,From 18 to 34 years,Person,2680.0
4514,2014,Austria,Total,Females,35 years or over,Person,1650.0
4515,2014,Austria,Total,Unknown,Total,Person,0.0
4516,2014,Austria,Total,Unknown,Less than 14 years,Person,0.0
4517,2014,Austria,Total,Unknown,From 14 to 17 years,Person,0.0
4518,2014,Austria,Total,Unknown,From 18 to 34 years,Person,0.0
4519,2014,Austria,Total,Unknown,35 years or over,Person,0.0
4520,2014,Poland,Total,Total,Total,Person,12050.0
4521,2014,Poland,Total,Total,Less than 14 years,Person,640.0
4522,2014,Poland,Total,Total,From 14 to 17 years,Person,160.0
4523,2014,Poland,Total,Total,From 18 to 34 years,Person,5425.0
4524,2014,Poland,Total,Total,35 years or over,Person,5820.0
4525,2014,Poland,Total,Males,Total,Person,7645.0
4526,2014,Poland,Total,Males,Less than 14 years,Person,330.0
4527,2014,Poland,Total,Males,From 14 to 17 years,Person,105.0
