"TIME","GEO","CURRENCY","Value","Flag and Footnotes"
"2014S2","Spain","Euro","752.85",""
"2014S2","France","Euro","1,445.38",""
"2014S2","Croatia","Euro","398.31",""
"2014S2","Italy","Euro",":","z"
"2014S2","Cyprus","Euro",":","z"
"2014S2","Latvia","Euro","320.00",""
"2014S2","Lithuania","Euro","289.62",""
"2014S2","Luxembourg","Euro","1,921.03",""
"2014S2","Hungary","Euro","328.16",""
"2014S2","Malta","Euro","717.95",""
"2014S2","Netherlands","Euro","1,495.20",""
"2014S2","Austria","Euro",":","z"
"2014S2","Poland","Euro","404.16",""
"2014S2","Portugal","Euro","565.83",""
"2014S2","Romania","Euro","205.34",""
"2014S2","Slovenia","Euro","789.15",""
"2014S2","Slovakia","Euro","352.00",""
"2014S2","Finland","Euro",":","z"
"2014S2","Sweden","Euro",":","z"
"2014S2","United Kingdom","Euro","1,301.31",""
"2014S2","Iceland","Euro",":","z"
"2014S2","Norway","Euro",":","z"
"2014S2","Switzerland","Euro",":","z"
"2014S2","Montenegro","Euro","288.05",""
"2014S2","Former Yugoslav Republic of Macedonia, the","Euro","213.04",""
"2014S2","Albania","Euro","156.85",""
"2014S2","Serbia","Euro","232.90",""
"2014S2","Turkey","Euro","391.45",""
"2014S2","United States","Euro","920.10",""
"2015S1","Belgium","Euro","1,501.82",""
"2015S1","Bulgaria","Euro","184.07",""
"2015S1","Czech Republic","Euro","331.71",""
"2015S1","Denmark","Euro",":","z"
"2015S1","Germany (until 1990 former territory of the FRG)","Euro","1,440.00",""
"2015S1","Estonia","Euro","390.00",""
"2015S1","Ireland","Euro","1,461.85",""
"2015S1","Greece","Euro","683.76",""
"2015S1","Spain","Euro","756.70",""
"2015S1","France","Euro","1,457.52",""
"2015S1","Croatia","Euro","395.61",""
"2015S1","Italy","Euro",":","z"
"2015S1","Cyprus","Euro",":","z"
"2015S1","Latvia","Euro","360.00",""
"2015S1","Lithuania","Euro","300.00",""
"2015S1","Luxembourg","Euro","1,922.96",""
"2015S1","Hungary","Euro","332.76",""
"2015S1","Malta","Euro","720.46",""
"2015S1","Netherlands","Euro","1,501.80",""
"2015S1","Austria","Euro",":","z"
"2015S1","Poland","Euro","409.53",""
"2015S1","Portugal","Euro","589.17",""
"2015S1","Romania","Euro","217.50",""
"2015S1","Slovenia","Euro","790.73",""
"2015S1","Slovakia","Euro","380.00",""
"2015S1","Finland","Euro",":","z"
"2015S1","Sweden","Euro",":","z"
"2015S1","United Kingdom","Euro","1,378.87",""
"2015S1","Iceland","Euro",":","z"
"2015S1","Norway","Euro",":","z"
"2015S1","Switzerland","Euro",":","z"
"2015S1","Montenegro","Euro","288.05",""
"2015S1","Former Yugoslav Republic of Macedonia, the","Euro","213.72",""
"2015S1","Albania","Euro","156.99",""
"2015S1","Serbia","Euro","235.05",""
"2015S1","Turkey","Euro","424.26",""
"2015S1","United States","Euro","1,035.06",""
"2015S2","Belgium","Euro","1,501.82",""
"2015S2","Bulgaria","Euro","194.29",""
"2015S2","Czech Republic","Euro","337.58",""
"2015S2","Denmark","Euro",":","z"
"2015S2","Germany (until 1990 former territory of the FRG)","Euro","1,440.00",""
"2015S2","Estonia","Euro","390.00",""
"2015S2","Ireland","Euro","1,461.85",""
"2015S2","Greece","Euro","683.76",""
"2015S2","Spain","Euro","756.70",""
"2015S2","France","Euro","1,457.52",""
"2015S2","Croatia","Euro","398.90",""
"2015S2","Italy","Euro",":","z"
"2015S2","Cyprus","Euro",":","z"
"2015S2","Latvia","Euro","360.00",""
"2015S2","Lithuania","Euro","325.00",""
"2015S2","Luxembourg","Euro","1,922.96",""
"2015S2","Hungary","Euro","333.41",""
"2015S2","Malta","Euro","720.46",""
"2015S2","Netherlands","Euro","1,507.80",""
"2015S2","Austria","Euro",":","z"
"2015S2","Poland","Euro","417.55",""
"2015S2","Portugal","Euro","589.17",""
"2015S2","Romania","Euro","234.77",""
"2015S2","Slovenia","Euro","790.73",""
"2015S2","Slovakia","Euro","380.00",""
"2015S2","Finland","Euro",":","z"
"2015S2","Sweden","Euro",":","z"
"2015S2","United Kingdom","Euro","1,509.70",""
"2015S2","Iceland","Euro",":","z"
"2015S2","Norway","Euro",":","z"
"2015S2","Switzerland","Euro",":","z"
"2015S2","Montenegro","Euro","288.05",""
"2015S2","Former Yugoslav Republic of Macedonia, the","Euro","226.69",""
"2015S2","Albania","Euro","156.82",""
"2015S2","Serbia","Euro","235.51",""
"2015S2","Turkey","Euro","425.17",""
"2015S2","United States","Euro","1,123.13",""
"2016S1","Belgium","Euro","1,501.82",""
"2016S1","Bulgaria","Euro","214.75",""
"2016S1","Czech Republic","Euro","366.35",""
"2016S1","Denmark","Euro",":","z"
"2016S1","Germany (until 1990 former territory of the FRG)","Euro","1,440.00",""
"2016S1","Estonia","Euro","430.00",""
"2016S1","Ireland","Euro","1,546.35",""
"2016S1","Greece","Euro","683.76",""
"2016S1","Spain","Euro","764.40",""
"2016S1","France","Euro","1,466.62",""
"2016S1","Croatia","Euro","408.48",""
"2016S1","Italy","Euro",":","z"
"2016S1","Cyprus","Euro",":","z"
"2016S1","Latvia","Euro","370.00",""
"2016S1","Lithuania","Euro","350.00",""
"2016S1","Luxembourg","Euro","1,922.96",""
"2016S1","Hungary","Euro","351.29",""
"2016S1","Malta","Euro","728.04",""
"2016S1","Netherlands","Euro","1,524.60",""
"2016S1","Austria","Euro",":","z"
"2016S1","Poland","Euro","433.88",""
"2016S1","Portugal","Euro","618.33",""
"2016S1","Romania","Euro","232.10",""
"2016S1","Slovenia","Euro","790.73",""
"2016S1","Slovakia","Euro","405.00",""
"2016S1","Finland","Euro",":","z"
"2016S1","Sweden","Euro",":","z"
"2016S1","United Kingdom","Euro","1,512.36",""
"2016S1","Iceland","Euro",":","z"
"2016S1","Norway","Euro",":","z"
"2016S1","Switzerland","Euro",":","z"
"2016S1","Montenegro","Euro","288.05",""
"2016S1","Former Yugoslav Republic of Macedonia, the","Euro","223.08",""
"2016S1","Albania","Euro","155.71",""
"2016S1","Serbia","Euro","233.57",""
"2016S1","Turkey","Euro","518.50",""
"2016S1","United States","Euro","1,154.28",""
"2016S2","Belgium","Euro","1,531.93",""
"2016S2","Bulgaria","Euro","214.75",""
"2016S2","Czech Republic","Euro","364.90",""
"2016S2","Denmark","Euro",":",""
"2016S2","Germany (until 1990 former territory of the FRG)","Euro","1,440.00",""
"2016S2","Estonia","Euro","430.00",""
"2016S2","Ireland","Euro","1,546.35",""
"2016S2","Greece","Euro","683.76",""
"2016S2","Spain","Euro","764.40",""
"2016S2","France","Euro","1,466.62",""
"2016S2","Croatia","Euro","414.45",""
"2016S2","Italy","Euro",":",""
"2016S2","Cyprus","Euro",":",""
"2016S2","Latvia","Euro","370.00",""
"2016S2","Lithuania","Euro","380.00",""
"2016S2","Luxembourg","Euro","1,922.96",""
"2016S2","Hungary","Euro","350.09",""
"2016S2","Malta","Euro","728.04",""
"2016S2","Netherlands","Euro","1,537.20",""
"2016S2","Austria","Euro",":",""
"2016S2","Poland","Euro","417.02",""
"2016S2","Portugal","Euro",":",""
"2016S2","Romania","Euro","276.34",""
"2016S2","Slovenia","Euro","790.73",""
"2016S2","Slovakia","Euro","405.00",""
"2016S2","Finland","Euro",":",""
"2016S2","Sweden","Euro",":",""
"2016S2","United Kingdom","Euro","1,343.01",""
"2016S2","Iceland","Euro",":",""
"2016S2","Norway","Euro",":",""
"2016S2","Switzerland","Euro",":",""
"2016S2","Montenegro","Euro","288.05",""
"2016S2","Former Yugoslav Republic of Macedonia, the","Euro","232.28",""
"2016S2","Albania","Euro","155.71",""
"2016S2","Serbia","Euro","233.37",""
"2016S2","Turkey","Euro","513.72",""
"2016S2","United States","Euro",":",""
